order_id,item_id,product_id,quantity,list_price,discount,total_revenue
239,3,18,1,449,0.07,417.57
239,4,4,2,2899.99,0.07,5393.9814
240,1,9,1,2999.99,0.07,2789.9907
240,2,8,1,1799.99,0.07,1673.9907
240,3,5,1,1320.99,0.07,1228.5207
240,4,18,2,449,0.07,835.14
241,1,7,1,3999.99,0.2,3199.992
242,1,3,1,999.99,0.2,799.992
243,1,25,2,499.99,0.05,949.981
243,2,19,2,449,0.07,835.14
243,3,7,2,3999.99,0.05,7599.981
244,1,19,1,449,0.07,417.57
244,2,25,1,499.99,0.2,399.992
244,3,22,1,269.99,0.1,242.991
245,1,10,2,1549,0.05,2943.1
245,2,8,1,1799.99,0.1,1619.991
246,1,17,2,429,0.2,686.4
247,1,25,1,499.99,0.07,464.9907
247,2,3,1,999.99,0.2,799.992
248,1,13,1,269.99,0.1,242.991
248,2,26,2,599.99,0.1,1079.982
248,3,17,1,429,0.1,386.1
248,4,9,1,2999.99,0.2,2399.992
249,1,7,2,3999.99,0.05,7599.981
249,2,18,2,449,0.05,853.1
249,3,22,1,269.99,0.1,242.991
250,1,17,2,429,0.05,815.1
250,2,11,2,1680.99,0.1,3025.782
251,1,23,2,299.99,0.2,479.984
251,2,22,2,269.99,0.05,512.981
252,1,11,2,1680.99,0.1,3025.782
252,2,4,1,2899.99,0.07,2696.9907
252,3,19,1,449,0.1,404.1
253,1,11,2,1680.99,0.07,3126.6414
254,1,6,2,469.99,0.07,874.1814
254,2,3,1,999.99,0.05,949.9905
254,3,12,1,549.99,0.05,522.4905
255,1,5,2,1320.99,0.1,2377.782
255,2,14,1,269.99,0.2,215.992
255,3,2,2,749.99,0.2,1199.984
255,4,21,1,269.99,0.07,251.0907
256,1,11,1,1680.99,0.1,1512.891
256,2,21,1,269.99,0.05,256.4905
257,1,8,2,1799.99,0.07,3347.9814
257,2,13,2,269.99,0.2,431.984
257,3,10,2,1549,0.1,2788.2
257,4,15,1,529.99,0.1,476.991
258,1,8,2,1799.99,0.05,3419.981
258,2,4,1,2899.99,0.07,2696.9907
258,3,19,1,449,0.07,417.57
258,4,18,1,449,0.05,426.55
259,1,26,1,599.99,0.05,569.9905
259,2,6,2,469.99,0.1,845.982
259,3,2,2,749.99,0.2,1199.984
259,4,4,1,2899.99,0.1,2609.991
260,1,23,2,299.99,0.2,479.984
260,2,10,1,1549,0.2,1239.2
260,3,24,2,549.99,0.2,879.984
261,1,16,2,599.99,0.05,1139.981
261,2,14,1,269.99,0.1,242.991
261,3,17,2,429,0.1,772.2
262,1,2,1,749.99,0.07,697.4907
262,2,9,2,2999.99,0.05,5699.981
263,1,9,1,2999.99,0.07,2789.9907
263,2,3,1,999.99,0.2,799.992
263,3,2,2,749.99,0.05,1424.981
264,1,10,1,1549,0.2,1239.2
264,2,24,2,549.99,0.05,1044.981
264,3,15,2,529.99,0.1,953.982
264,4,3,2,999.99,0.07,1859.9814
265,1,9,2,2999.99,0.2,4799.984
266,1,6,2,469.99,0.07,874.1814
266,2,19,1,449,0.2,359.2
266,3,25,1,499.99,0.05,474.9905
267,1,22,2,269.99,0.2,431.984
267,2,23,2,299.99,0.1,539.982
267,3,24,1,549.99,0.1,494.991
267,4,7,2,3999.99,0.07,7439.9814
267,5,21,1,269.99,0.05,256.4905
268,1,7,1,3999.99,0.05,3799.9905
268,2,6,2,469.99,0.2,751.984
268,3,9,1,2999.99,0.1,2699.991
269,1,5,1,1320.99,0.07,1228.5207
269,2,23,2,299.99,0.07,557.9814
269,3,18,1,449,0.05,426.55
269,4,3,1,999.99,0.05,949.9905
270,1,25,2,499.99,0.2,799.984
270,2,15,1,529.99,0.1,476.991
271,1,11,2,1680.99,0.07,3126.6414
271,2,6,2,469.99,0.05,892.981
271,3,13,1,269.99,0.1,242.991
271,4,7,2,3999.99,0.1,7199.982
272,1,2,2,749.99,0.07,1394.9814
272,2,11,1,1680.99,0.07,1563.3207
273,1,21,1,269.99,0.1,242.991
274,1,11,2,1680.99,0.05,3193.881
274,2,25,2,499.99,0.1,899.982
274,3,9,2,2999.99,0.07,5579.9814
275,1,18,1,449,0.05,426.55
275,2,25,1,499.99,0.1,449.991
275,3,7,2,3999.99,0.05,7599.981
276,1,3,2,999.99,0.2,1599.984
276,2,17,1,429,0.05,407.55
276,3,9,2,2999.99,0.07,5579.9814
277,1,20,2,599.99,0.2,959.984
277,2,6,2,469.99,0.2,751.984
277,3,13,2,269.99,0.1,485.982
278,1,16,1,599.99,0.2,479.992
278,2,19,2,449,0.07,835.14
278,3,13,1,269.99,0.07,251.0907
278,4,11,2,1680.99,0.07,3126.6414
279,1,25,1,499.99,0.07,464.9907
280,1,25,1,499.99,0.07,464.9907
280,2,26,2,599.99,0.07,1115.9814
280,3,13,1,269.99,0.07,251.0907
281,1,22,1,269.99,0.07,251.0907
281,2,14,2,269.99,0.1,485.982
281,3,7,2,3999.99,0.07,7439.9814
282,1,20,1,599.99,0.07,557.9907
282,2,7,2,3999.99,0.07,7439.9814
282,3,3,2,999.99,0.05,1899.981
282,4,16,2,599.99,0.07,1115.9814
283,1,9,1,2999.99,0.05,2849.9905
283,2,16,2,599.99,0.2,959.984
284,1,24,2,549.99,0.2,879.984
284,2,20,1,599.99,0.2,479.992
285,1,16,2,599.99,0.05,1139.981
285,2,12,1,549.99,0.05,522.4905
285,3,2,1,749.99,0.1,674.991
286,1,26,2,599.99,0.2,959.984
286,2,21,2,269.99,0.07,502.1814
286,3,16,2,599.99,0.1,1079.982
286,4,7,1,3999.99,0.1,3599.991
287,1,5,1,1320.99,0.2,1056.792
287,2,10,1,1549,0.05,1471.55
287,3,2,1,749.99,0.05,712.4905
287,4,20,1,599.99,0.05,569.9905
288,1,4,1,2899.99,0.2,2319.992
288,2,10,1,1549,0.1,1394.1
288,3,7,2,3999.99,0.05,7599.981
289,1,13,1,269.99,0.07,251.0907
289,2,24,1,549.99,0.2,439.992
289,3,17,1,429,0.2,343.2
290,1,2,2,749.99,0.07,1394.9814
290,2,5,2,1320.99,0.07,2457.0414
290,3,21,1,269.99,0.1,242.991
291,1,6,2,469.99,0.05,892.981
291,2,21,2,269.99,0.07,502.1814
292,1,18,2,449,0.1,808.2
292,2,4,1,2899.99,0.07,2696.9907
292,3,10,2,1549,0.05,2943.1
293,1,19,2,449,0.05,853.1
293,2,6,1,469.99,0.2,375.992
294,1,18,1,449,0.2,359.2
294,2,14,1,269.99,0.2,215.992
294,3,7,2,3999.99,0.05,7599.981
294,4,25,2,499.99,0.2,799.984
295,1,22,2,269.99,0.07,502.1814
296,1,25,2,499.99,0.07,929.9814
296,2,12,2,549.99,0.1,989.982
296,3,11,2,1680.99,0.1,3025.782
296,4,9,1,2999.99,0.2,2399.992
297,1,4,2,2899.99,0.2,4639.984
298,1,23,1,299.99,0.2,239.992
298,2,6,2,469.99,0.05,892.981
298,3,22,1,269.99,0.2,215.992
298,4,9,1,2999.99,0.07,2789.9907
298,5,14,2,269.99,0.1,485.982
299,1,11,2,1680.99,0.05,3193.881
299,2,10,2,1549,0.2,2478.4
300,1,16,2,599.99,0.1,1079.982
300,2,9,2,2999.99,0.1,5399.982
300,3,10,1,1549,0.1,1394.1
300,4,11,2,1680.99,0.2,2689.584
301,1,6,1,469.99,0.05,446.4905
301,2,22,1,269.99,0.1,242.991
302,1,24,2,549.99,0.2,879.984
302,2,18,2,449,0.07,835.14
302,3,2,2,749.99,0.2,1199.984
303,1,8,2,1799.99,0.05,3419.981
303,2,24,2,549.99,0.05,1044.981
304,1,10,1,1549,0.05,1471.55
304,2,7,2,3999.99,0.1,7199.982
304,3,20,1,599.99,0.1,539.991
305,1,10,1,1549,0.07,1440.57
305,2,6,1,469.99,0.1,422.991
305,3,3,2,999.99,0.2,1599.984
306,1,10,1,1549,0.2,1239.2
306,2,22,1,269.99,0.07,251.0907
307,1,15,2,529.99,0.05,1006.981
308,1,7,1,3999.99,0.1,3599.991
308,2,18,2,449,0.2,718.4
308,3,14,1,269.99,0.2,215.992
309,1,3,1,999.99,0.05,949.9905
309,2,12,1,549.99,0.05,522.4905
310,1,7,2,3999.99,0.07,7439.9814
310,2,14,2,269.99,0.1,485.982
310,3,5,2,1320.99,0.2,2113.584
310,4,8,1,1799.99,0.2,1439.992
311,1,17,2,429,0.05,815.1
311,2,5,2,1320.99,0.2,2113.584
312,1,24,2,549.99,0.05,1044.981
312,2,14,2,269.99,0.07,502.1814
312,3,16,2,599.99,0.05,1139.981
313,1,4,1,2899.99,0.07,2696.9907
313,2,10,2,1549,0.07,2881.14
314,1,5,1,1320.99,0.07,1228.5207
314,2,9,1,2999.99,0.05,2849.9905
314,3,22,2,269.99,0.2,431.984
314,4,7,2,3999.99,0.07,7439.9814
315,1,11,1,1680.99,0.2,1344.792
315,2,9,1,2999.99,0.1,2699.991
316,1,2,2,749.99,0.2,1199.984
316,2,16,2,599.99,0.1,1079.982
316,3,20,1,599.99,0.1,539.991
316,4,19,1,449,0.2,359.2
316,5,17,1,429,0.05,407.55
317,1,10,1,1549,0.2,1239.2
317,2,22,1,269.99,0.05,256.4905
317,3,15,1,529.99,0.05,503.4905
317,4,13,2,269.99,0.2,431.984
318,1,13,2,269.99,0.1,485.982
318,2,25,2,499.99,0.2,799.984
318,3,9,1,2999.99,0.05,2849.9905
319,1,11,1,1680.99,0.07,1563.3207
319,2,21,1,269.99,0.2,215.992
319,3,15,2,529.99,0.1,953.982
319,4,23,1,299.99,0.05,284.9905
320,1,2,1,749.99,0.1,674.991
321,1,4,2,2899.99,0.2,4639.984
321,2,12,2,549.99,0.2,879.984
321,3,26,1,599.99,0.2,479.992
321,4,23,2,299.99,0.2,479.984
322,1,13,2,269.99,0.2,431.984
322,2,21,1,269.99,0.07,251.0907
323,1,13,2,269.99,0.07,502.1814
323,2,26,2,599.99,0.1,1079.982
324,1,2,2,749.99,0.1,1349.982
324,2,17,1,429,0.2,343.2
324,3,22,2,269.99,0.2,431.984
324,4,19,1,449,0.05,426.55
324,5,12,1,549.99,0.05,522.4905
325,1,7,1,3999.99,0.05,3799.9905
325,2,12,1,549.99,0.2,439.992
325,3,6,2,469.99,0.2,751.984
326,1,12,1,549.99,0.1,494.991
326,2,23,1,299.99,0.07,278.9907
327,1,12,2,549.99,0.07,1022.9814
327,2,13,1,269.99,0.07,251.0907
327,3,4,1,2899.99,0.05,2754.9905
328,1,6,2,469.99,0.1,845.982
329,1,14,2,269.99,0.07,502.1814
329,2,8,2,1799.99,0.05,3419.981
329,3,23,1,299.99,0.2,239.992
329,4,17,1,429,0.07,398.97
329,5,26,2,599.99,0.05,1139.981
330,1,21,2,269.99,0.05,512.981
331,1,17,2,429,0.1,772.2
332,1,18,2,449,0.05,853.1
333,1,18,2,449,0.07,835.14
333,2,8,2,1799.99,0.05,3419.981
333,3,3,1,999.99,0.2,799.992
334,1,16,2,599.99,0.2,959.984
334,2,9,1,2999.99,0.05,2849.9905
334,3,3,2,999.99,0.05,1899.981
335,1,6,1,469.99,0.1,422.991
335,2,2,2,749.99,0.1,1349.982
335,3,21,1,269.99,0.07,251.0907
336,1,4,1,2899.99,0.1,2609.991
336,2,12,1,549.99,0.2,439.992
337,1,18,1,449,0.05,426.55
337,2,4,1,2899.99,0.05,2754.9905
338,1,6,2,469.99,0.07,874.1814
338,2,10,1,1549,0.07,1440.57
338,3,22,1,269.99,0.1,242.991
338,4,11,2,1680.99,0.07,3126.6414
338,5,9,1,2999.99,0.05,2849.9905
339,1,13,1,269.99,0.1,242.991
339,2,15,2,529.99,0.05,1006.981
340,1,11,1,1680.99,0.05,1596.9405
340,2,24,1,549.99,0.05,522.4905
340,3,13,2,269.99,0.1,485.982
340,4,12,2,549.99,0.07,1022.9814
340,5,10,2,1549,0.1,2788.2
341,1,23,2,299.99,0.05,569.981
342,1,26,1,599.99,0.07,557.9907
342,2,9,1,2999.99,0.2,2399.992
342,3,16,2,599.99,0.1,1079.982
343,1,20,2,599.99,0.2,959.984
343,2,25,1,499.99,0.05,474.9905
343,3,5,2,1320.99,0.05,2509.881
343,4,10,1,1549,0.1,1394.1
344,1,22,1,269.99,0.05,256.4905
344,2,18,2,449,0.07,835.14
344,3,14,1,269.99,0.2,215.992
345,1,18,2,449,0.1,808.2
345,2,24,2,549.99,0.07,1022.9814
346,1,13,1,269.99,0.07,251.0907
346,2,23,1,299.99,0.2,239.992
346,3,21,1,269.99,0.1,242.991
346,4,15,1,529.99,0.05,503.4905
346,5,18,2,449,0.05,853.1
347,1,23,1,299.99,0.07,278.9907
348,1,5,2,1320.99,0.05,2509.881
348,2,15,2,529.99,0.07,985.7814
349,1,20,2,599.99,0.2,959.984
350,1,6,2,469.99,0.05,892.981
350,2,20,1,599.99,0.07,557.9907
350,3,3,1,999.99,0.07,929.9907
351,1,4,2,2899.99,0.05,5509.981
351,2,24,2,549.99,0.1,989.982
351,3,20,1,599.99,0.2,479.992
351,4,22,2,269.99,0.07,502.1814
352,1,11,1,1680.99,0.2,1344.792
352,2,14,1,269.99,0.2,215.992
353,1,2,2,749.99,0.2,1199.984
354,1,21,1,269.99,0.2,215.992
354,2,19,1,449,0.05,426.55
355,1,16,1,599.99,0.1,539.991
355,2,14,2,269.99,0.07,502.1814
356,1,23,2,299.99,0.05,569.981
356,2,4,1,2899.99,0.05,2754.9905
356,3,13,1,269.99,0.05,256.4905
357,1,17,2,429,0.05,815.1
357,2,21,2,269.99,0.07,502.1814
357,3,24,1,549.99,0.07,511.4907
357,4,9,1,2999.99,0.05,2849.9905
358,1,21,2,269.99,0.1,485.982
358,2,6,2,469.99,0.07,874.1814
358,3,8,2,1799.99,0.05,3419.981
358,4,18,2,449,0.1,808.2
359,1,15,2,529.99,0.07,985.7814
359,2,9,2,2999.99,0.07,5579.9814
359,3,7,2,3999.99,0.2,6399.984
360,1,26,1,599.99,0.05,569.9905
360,2,7,2,3999.99,0.2,6399.984
360,3,13,2,269.99,0.05,512.981
360,4,25,1,499.99,0.1,449.991
361,1,24,2,549.99,0.05,1044.981
361,2,6,2,469.99,0.1,845.982
361,3,11,1,1680.99,0.1,1512.891
362,1,2,1,749.99,0.07,697.4907
363,1,21,2,269.99,0.1,485.982
363,2,14,1,269.99,0.07,251.0907
363,3,15,1,529.99,0.1,476.991
363,4,20,1,599.99,0.2,479.992
364,1,25,2,499.99,0.05,949.981
365,1,24,2,549.99,0.07,1022.9814
366,1,21,1,269.99,0.1,242.991
366,2,4,1,2899.99,0.07,2696.9907
366,3,16,2,599.99,0.2,959.984
367,1,26,2,599.99,0.1,1079.982
367,2,14,1,269.99,0.05,256.4905
367,3,10,2,1549,0.05,2943.1
368,1,5,1,1320.99,0.2,1056.792
368,2,10,2,1549,0.2,2478.4
368,3,21,2,269.99,0.1,485.982
368,4,19,1,449,0.05,426.55
369,1,10,2,1549,0.07,2881.14
370,1,25,2,499.99,0.05,949.981
370,2,4,2,2899.99,0.1,5219.982
371,1,14,1,269.99,0.2,215.992
371,2,12,1,549.99,0.2,439.992
372,1,11,1,1680.99,0.05,1596.9405
372,2,14,2,269.99,0.1,485.982
372,3,5,1,1320.99,0.1,1188.891
373,1,8,2,1799.99,0.05,3419.981
373,2,22,1,269.99,0.1,242.991
373,3,19,2,449,0.2,718.4
373,4,12,1,549.99,0.1,494.991
373,5,13,1,269.99,0.1,242.991
374,1,10,1,1549,0.1,1394.1
374,2,7,1,3999.99,0.07,3719.9907
375,1,21,2,269.99,0.05,512.981
375,2,2,2,749.99,0.05,1424.981
375,3,4,2,2899.99,0.07,5393.9814
375,4,12,2,549.99,0.05,1044.981
376,1,2,2,749.99,0.07,1394.9814
376,2,23,2,299.99,0.1,539.982
377,1,8,1,1799.99,0.05,1709.9905
377,2,14,1,269.99,0.07,251.0907
378,1,26,2,599.99,0.05,1139.981
379,1,9,1,2999.99,0.07,2789.9907
379,2,16,1,599.99,0.2,479.992
380,1,16,1,599.99,0.05,569.9905
380,2,11,2,1680.99,0.05,3193.881
381,1,21,2,269.99,0.07,502.1814
382,1,8,1,1799.99,0.1,1619.991
382,2,9,1,2999.99,0.1,2699.991
382,3,13,1,269.99,0.07,251.0907
383,1,19,1,449,0.07,417.57
383,2,22,2,269.99,0.05,512.981
383,3,13,1,269.99,0.1,242.991
383,4,21,2,269.99,0.05,512.981
383,5,14,1,269.99,0.1,242.991
384,1,20,1,599.99,0.1,539.991
384,2,21,2,269.99,0.2,431.984
384,3,8,1,1799.99,0.05,1709.9905
384,4,15,1,529.99,0.1,476.991
384,5,4,1,2899.99,0.2,2319.992
385,1,21,1,269.99,0.07,251.0907
385,2,7,2,3999.99,0.2,6399.984
385,3,26,2,599.99,0.05,1139.981
386,1,8,1,1799.99,0.2,1439.992
386,2,3,2,999.99,0.05,1899.981
386,3,16,2,599.99,0.2,959.984
387,1,18,1,449,0.2,359.2
388,1,19,2,449,0.2,718.4
388,2,13,2,269.99,0.07,502.1814
388,3,2,1,749.99,0.07,697.4907
388,4,11,1,1680.99,0.1,1512.891
389,1,2,1,749.99,0.07,697.4907
389,2,15,2,529.99,0.07,985.7814
389,3,10,2,1549,0.05,2943.1
389,4,5,1,1320.99,0.05,1254.9405
389,5,9,1,2999.99,0.2,2399.992
390,1,23,1,299.99,0.05,284.9905
390,2,7,2,3999.99,0.07,7439.9814
390,3,9,1,2999.99,0.05,2849.9905
391,1,8,1,1799.99,0.07,1673.9907
391,2,5,2,1320.99,0.2,2113.584
391,3,24,2,549.99,0.07,1022.9814
392,1,14,2,269.99,0.1,485.982
392,2,3,2,999.99,0.05,1899.981
393,1,6,2,469.99,0.2,751.984
394,1,23,1,299.99,0.05,284.9905
394,2,16,1,599.99,0.2,479.992
394,3,14,2,269.99,0.2,431.984
395,1,14,1,269.99,0.05,256.4905
396,1,12,1,549.99,0.1,494.991
396,2,25,2,499.99,0.05,949.981
396,3,5,1,1320.99,0.2,1056.792
397,1,7,1,3999.99,0.05,3799.9905
398,1,8,2,1799.99,0.05,3419.981
398,2,18,2,449,0.05,853.1
398,3,25,1,499.99,0.2,399.992
398,4,17,1,429,0.05,407.55
399,1,25,1,499.99,0.05,474.9905
399,2,11,2,1680.99,0.05,3193.881
399,3,14,1,269.99,0.1,242.991
400,1,24,2,549.99,0.07,1022.9814
400,2,9,1,2999.99,0.2,2399.992
400,3,3,2,999.99,0.2,1599.984
401,1,23,1,299.99,0.2,239.992
401,2,10,2,1549,0.2,2478.4
402,1,6,2,469.99,0.07,874.1814
402,2,5,1,1320.99,0.07,1228.5207
402,3,26,1,599.99,0.05,569.9905
403,1,12,2,549.99,0.1,989.982
403,2,7,2,3999.99,0.2,6399.984
403,3,22,2,269.99,0.05,512.981
403,4,24,1,549.99,0.2,439.992
404,1,9,1,2999.99,0.07,2789.9907
404,2,25,2,499.99,0.05,949.981
404,3,16,2,599.99,0.2,959.984
405,1,3,2,999.99,0.2,1599.984
405,2,10,2,1549,0.1,2788.2
405,3,14,2,269.99,0.07,502.1814
406,1,4,1,2899.99,0.2,2319.992
407,1,20,1,599.99,0.2,479.992
407,2,5,1,1320.99,0.05,1254.9405
408,1,18,1,449,0.2,359.2
408,2,3,1,999.99,0.07,929.9907
408,3,2,2,749.99,0.07,1394.9814
408,4,17,2,429,0.2,686.4
409,1,15,1,529.99,0.07,492.8907
409,2,16,2,599.99,0.2,959.984
409,3,21,1,269.99,0.05,256.4905
410,1,25,1,499.99,0.1,449.991
410,2,9,2,2999.99,0.05,5699.981
410,3,24,2,549.99,0.1,989.982
411,1,2,1,749.99,0.07,697.4907
411,2,26,2,599.99,0.05,1139.981
412,1,7,1,3999.99,0.1,3599.991
412,2,24,1,549.99,0.07,511.4907
412,3,17,1,429,0.1,386.1
413,1,8,2,1799.99,0.05,3419.981
413,2,25,1,499.99,0.1,449.991
413,3,9,1,2999.99,0.07,2789.9907
414,1,4,2,2899.99,0.1,5219.982
415,1,3,1,999.99,0.07,929.9907
415,2,23,2,299.99,0.2,479.984
415,3,5,1,1320.99,0.2,1056.792
415,4,6,2,469.99,0.05,892.981
416,1,22,1,269.99,0.07,251.0907
416,2,14,1,269.99,0.07,251.0907
416,3,24,1,549.99,0.1,494.991
417,1,26,2,599.99,0.07,1115.9814
417,2,6,2,469.99,0.07,874.1814
418,1,12,1,549.99,0.05,522.4905
418,2,20,1,599.99,0.05,569.9905
419,1,9,1,2999.99,0.05,2849.9905
420,1,17,2,429,0.2,686.4
420,2,15,2,529.99,0.1,953.982
420,3,3,2,999.99,0.05,1899.981
421,1,6,2,469.99,0.07,874.1814
421,2,3,2,999.99,0.2,1599.984
421,3,20,2,599.99,0.2,959.984
421,4,4,1,2899.99,0.07,2696.9907
421,5,23,2,299.99,0.2,479.984
422,1,20,2,599.99,0.05,1139.981
423,1,8,2,1799.99,0.05,3419.981
423,2,17,1,429,0.2,343.2
423,3,23,2,299.99,0.07,557.9814
423,4,2,1,749.99,0.2,599.992
424,1,22,1,269.99,0.1,242.991
424,2,6,1,469.99,0.05,446.4905
425,1,6,1,469.99,0.1,422.991
425,2,21,2,269.99,0.07,502.1814
425,3,19,1,449,0.05,426.55
426,1,10,1,1549,0.1,1394.1
426,2,23,2,299.99,0.05,569.981
427,1,12,2,549.99,0.07,1022.9814
427,2,15,2,529.99,0.1,953.982
427,3,26,2,599.99,0.07,1115.9814
428,1,5,2,1320.99,0.2,2113.584
428,2,14,1,269.99,0.2,215.992
429,1,11,1,1680.99,0.2,1344.792
429,2,4,2,2899.99,0.1,5219.982
429,3,5,2,1320.99,0.05,2509.881
429,4,6,1,469.99,0.07,437.0907
429,5,2,1,749.99,0.1,674.991
430,1,22,2,269.99,0.1,485.982
430,2,11,1,1680.99,0.07,1563.3207
430,3,4,2,2899.99,0.2,4639.984
430,4,13,2,269.99,0.2,431.984
430,5,8,1,1799.99,0.2,1439.992
431,1,14,2,269.99,0.2,431.984
431,2,6,1,469.99,0.1,422.991
431,3,18,1,449,0.2,359.2
431,4,13,2,269.99,0.07,502.1814
431,5,19,1,449,0.07,417.57
432,1,10,2,1549,0.2,2478.4
432,2,7,2,3999.99,0.05,7599.981
433,1,6,1,469.99,0.1,422.991
433,2,10,1,1549,0.2,1239.2
433,3,24,1,549.99,0.1,494.991
433,4,4,1,2899.99,0.2,2319.992
434,1,21,1,269.99,0.05,256.4905
434,2,20,1,599.99,0.1,539.991
434,3,9,1,2999.99,0.2,2399.992
434,4,11,2,1680.99,0.07,3126.6414
434,5,18,2,449,0.05,853.1
435,1,22,1,269.99,0.05,256.4905
435,2,9,1,2999.99,0.05,2849.9905
435,3,18,1,449,0.05,426.55
436,1,3,1,999.99,0.05,949.9905
436,2,23,1,299.99,0.2,239.992
437,1,3,1,999.99,0.05,949.9905
437,2,10,1,1549,0.05,1471.55
437,3,8,2,1799.99,0.05,3419.981
438,1,4,1,2899.99,0.07,2696.9907
438,2,22,1,269.99,0.1,242.991
438,3,8,2,1799.99,0.05,3419.981
438,4,13,2,269.99,0.05,512.981
439,1,6,2,469.99,0.07,874.1814
439,2,7,2,3999.99,0.05,7599.981
440,1,19,2,449,0.07,835.14
440,2,4,2,2899.99,0.07,5393.9814
441,1,12,1,549.99,0.07,511.4907
441,2,15,1,529.99,0.1,476.991
442,1,16,2,599.99,0.07,1115.9814
442,2,26,2,599.99,0.2,959.984
442,3,6,2,469.99,0.2,751.984
443,1,5,1,1320.99,0.05,1254.9405
443,2,26,1,599.99,0.2,479.992
444,1,22,1,269.99,0.07,251.0907
444,2,15,2,529.99,0.07,985.7814
444,3,20,2,599.99,0.05,1139.981
444,4,16,1,599.99,0.1,539.991
444,5,10,2,1549,0.2,2478.4
445,1,7,1,3999.99,0.2,3199.992
445,2,16,1,599.99,0.07,557.9907
445,3,23,1,299.99,0.2,239.992
446,1,22,1,269.99,0.2,215.992
446,2,16,2,599.99,0.07,1115.9814
447,1,4,2,2899.99,0.05,5509.981
447,2,3,1,999.99,0.1,899.991
447,3,8,1,1799.99,0.07,1673.9907
448,1,13,2,269.99,0.05,512.981
448,2,6,2,469.99,0.05,892.981
449,1,17,2,429,0.05,815.1
449,2,2,1,749.99,0.05,712.4905
449,3,7,2,3999.99,0.07,7439.9814
449,4,26,2,599.99,0.2,959.984
450,1,24,1,549.99,0.05,522.4905
450,2,12,1,549.99,0.07,511.4907
450,3,5,1,1320.99,0.1,1188.891
451,1,14,2,269.99,0.05,512.981
452,1,11,1,1680.99,0.05,1596.9405
452,2,16,1,599.99,0.05,569.9905
452,3,7,2,3999.99,0.1,7199.982
452,4,8,1,1799.99,0.1,1619.991
453,1,23,1,299.99,0.05,284.9905
453,2,20,2,599.99,0.2,959.984
453,3,4,1,2899.99,0.2,2319.992
454,1,25,2,499.99,0.07,929.9814
454,2,13,2,269.99,0.05,512.981
454,3,24,2,549.99,0.1,989.982
455,1,9,1,2999.99,0.05,2849.9905
456,1,17,2,429,0.07,797.94
456,2,23,1,299.99,0.07,278.9907
457,1,24,2,549.99,0.07,1022.9814
457,2,2,1,749.99,0.05,712.4905
457,3,7,2,3999.99,0.1,7199.982
457,4,17,1,429,0.2,343.2
458,1,2,1,749.99,0.2,599.992
458,2,21,2,269.99,0.07,502.1814
458,3,11,1,1680.99,0.1,1512.891
458,4,24,1,549.99,0.2,439.992
458,5,3,2,999.99,0.2,1599.984
459,1,11,1,1680.99,0.2,1344.792
460,1,19,1,449,0.05,426.55
460,2,18,2,449,0.07,835.14
460,3,4,1,2899.99,0.2,2319.992
460,4,22,2,269.99,0.1,485.982
461,1,16,1,599.99,0.07,557.9907
461,2,4,1,2899.99,0.2,2319.992
461,3,8,2,1799.99,0.05,3419.981
461,4,24,1,549.99,0.1,494.991
461,5,18,2,449,0.1,808.2
462,1,12,2,549.99,0.1,989.982
463,1,13,2,269.99,0.07,502.1814
464,1,7,1,3999.99,0.1,3599.991
465,1,6,2,469.99,0.1,845.982
465,2,25,2,499.99,0.1,899.982
466,1,19,2,449,0.2,718.4
466,2,6,1,469.99,0.2,375.992
466,3,7,2,3999.99,0.05,7599.981
466,4,15,1,529.99,0.1,476.991
466,5,5,1,1320.99,0.1,1188.891
467,1,19,1,449,0.07,417.57
467,2,10,1,1549,0.07,1440.57
467,3,22,2,269.99,0.1,485.982
467,4,17,2,429,0.07,797.94
467,5,11,1,1680.99,0.1,1512.891
468,1,19,1,449,0.1,404.1
468,2,9,2,2999.99,0.05,5699.981
468,3,10,2,1549,0.05,2943.1
468,4,25,1,499.99,0.1,449.991
469,1,8,2,1799.99,0.1,3239.982
469,2,4,1,2899.99,0.07,2696.9907
469,3,15,2,529.99,0.2,847.984
470,1,18,1,449,0.05,426.55
470,2,13,1,269.99,0.05,256.4905
470,3,8,2,1799.99,0.2,2879.984
471,1,14,1,269.99,0.2,215.992
471,2,13,2,269.99,0.05,512.981
472,1,15,1,529.99,0.1,476.991
472,2,21,2,269.99,0.1,485.982
473,1,26,1,599.99,0.07,557.9907
474,1,19,2,449,0.05,853.1
474,2,11,1,1680.99,0.2,1344.792
475,1,17,2,429,0.07,797.94
475,2,26,2,599.99,0.2,959.984
475,3,25,1,499.99,0.2,399.992
476,1,22,2,269.99,0.07,502.1814
476,2,4,2,2899.99,0.2,4639.984
476,3,11,2,1680.99,0.07,3126.6414
476,4,20,2,599.99,0.05,1139.981
477,1,6,1,469.99,0.1,422.991
477,2,10,1,1549,0.05,1471.55
478,1,21,2,269.99,0.07,502.1814
479,1,26,1,599.99,0.07,557.9907
479,2,12,1,549.99,0.05,522.4905
479,3,21,1,269.99,0.2,215.992
479,4,7,1,3999.99,0.05,3799.9905
479,5,10,1,1549,0.2,1239.2
480,1,4,1,2899.99,0.05,2754.9905
480,2,15,1,529.99,0.05,503.4905
480,3,23,2,299.99,0.07,557.9814
481,1,13,2,269.99,0.2,431.984
481,2,16,2,599.99,0.07,1115.9814
